host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood_group_cleansed,room_type,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,n_host_verifications
1,0.75,TRUE,0,0,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1,1.593526985,120,3,1125,3,3,1125,1125,3,1125,TRUE,10,40,70,345,97,12,1,4.47,4.61,4.83,4.86,4.02,4.57,FALSE,3,3,0,0,1.19,4
0.89073136,1,TRUE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,6,1,2,3,152,30,1125,30,30,1125,1125,30,1125,TRUE,5,35,65,322,284,8,1,4.92,4.9,4.98,4.98,4.59,4.88,FALSE,1,1,0,0,3.23,7
1,0.44,TRUE,2,2,TRUE,TRUE,Manhattan,Private room,1,1,1,1,102,3,30,3,3,30,30,3,30,TRUE,0,22,52,52,67,3,1,4.88,4.75,4.89,4.95,4.87,4.83,FALSE,1,0,1,0,1.47,4
0.89073136,0.768297462,FALSE,3,3,TRUE,TRUE,Brooklyn,Entire home/apt,2,1,1,1.593526985,85,6,1125,6,6,1125,1125,6,1125,TRUE,0,1,31,199,23,4,0,4.19,3.9,4.65,4.67,4.63,4.45,FALSE,1,1,0,0,0.5,8
1,0.88,TRUE,1,1,TRUE,FALSE,Bronx,Private room,2,1,1,1,45,30,30,30,30,30,30,30,30,TRUE,0,6,36,36,89,8,0,4.66,4.53,4.86,4.93,4.47,4.61,FALSE,1,0,1,0,1.08,3
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Private room,4,1,1,1,130,30,60,30,30,60,60,30,60,TRUE,0,0,0,0,10,0,0,4.5,3.8,5,5,4.9,4.3,FALSE,1,0,1,0,0.19,7
0,0,FALSE,6,6,TRUE,TRUE,Brooklyn,Private room,1,2.5,1,1,34,30,75,30,30,75,75,30,75,TRUE,14,44,74,349,9,0,0,5,4.75,4.63,4.63,4.5,4.88,FALSE,6,0,6,0,0.11,5
0.9,0.86,FALSE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,4,1,1,2,120,5,365,5,5,365,365,5,365,TRUE,5,5,25,292,99,4,3,4.71,4.86,4.76,4.79,4.68,4.63,FALSE,1,1,0,0,1.13,9
1,0,TRUE,1,1,TRUE,TRUE,Brooklyn,Private room,4,1,1,1.593526985,100,2,30,2,2,1125,1125,2,1125,TRUE,0,2,2,190,93,0,0,4.63,4.41,4.91,4.9,4.7,4.59,TRUE,1,0,1,0,1.23,6
1,1,TRUE,1,1,TRUE,TRUE,Manhattan,Private room,1,1,1,1,170,30,180,30,30,180,180,30,180,TRUE,27,57,87,362,28,0,0,4.79,4.82,5,4.96,5,4.68,FALSE,1,0,1,0,0.37,5
1,0.9,TRUE,2,2,TRUE,FALSE,Brooklyn,Entire home/apt,4,1,1.323567139,2,124,5,29,5,5,29,29,5,29,TRUE,6,21,21,189,107,6,1,4.84,4.85,4.93,4.9,4.84,4.78,FALSE,2,2,0,0,1.34,5
0.71,0.37,FALSE,8,8,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1.323567139,1,99,30,1125,30,30,1125,1125,30,1125,TRUE,28,58,88,88,19,2,0,4.84,4.84,4.89,5,4.84,4.58,FALSE,8,8,0,0,0.22,4
0.71,0.37,FALSE,8,8,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1.323567139,1,72,30,1125,30,30,1125,1125,30,1125,TRUE,2,2,2,66,23,4,0,4.87,4.78,4.91,4.91,5,4.7,FALSE,8,8,0,0,0.27,4
1,0.56,TRUE,20,20,TRUE,TRUE,Brooklyn,Entire home/apt,2,1,1,1,209,30,365,30,30,365,365,30,365,TRUE,0,28,58,333,9,2,0,4.89,5,4.56,4.89,4.89,4.44,FALSE,19,19,0,0,0.11,4
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,2,1,1,1,115,30,1125,30,30,1125,1125,30,1125,FALSE,0,0,0,0,2,0,0,5,5,5,5,4,5,FALSE,1,1,0,0,0.02,4
1,0.92,FALSE,33,33,TRUE,TRUE,Manhattan,Entire home/apt,3,1,1,2,150,30,365,30,30,365,365,30,365,TRUE,1,4,34,309,20,3,0,4.75,4.35,4.75,4.85,4.95,4.5,FALSE,34,34,0,0,0.25,4
0.89073136,0.768297462,FALSE,1,1,TRUE,FALSE,Brooklyn,Entire home/apt,2,1,1,1,150,30,365,30,30,1125,1125,30,1125,TRUE,0,0,0,0,20,0,0,4.79,5,4.89,4.84,4.89,4.74,TRUE,1,1,0,0,0.63,3
1,0.24,FALSE,18,18,TRUE,FALSE,Queens,Private room,1,1,1,1,43,30,365,30,30,365,365,30,365,TRUE,19,49,79,354,12,1,1,4.75,4.83,5,5,4.75,4.75,FALSE,18,0,18,0,0.14,3
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,4,1,1,1,147,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,12,0,0,4.64,4.27,4.82,5,4.91,4.55,FALSE,1,1,0,0,0.14,6
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,2,1.5,1,1,185,3,1125,3,3,1125,1125,3,1125,TRUE,0,0,0,0,1,0,0,5,5,5,5,5,5,FALSE,1,1,0,0,0.01,5
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,5,3,3,3,279,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,4,0,0,4.75,4.25,5,5,5,5,FALSE,1,1,0,0,0.06,6
1,0.94,FALSE,2,2,TRUE,TRUE,Brooklyn,Private room,2,1,1,1,96,1,5,1,2,5,1125,1,1109.8,TRUE,9,30,60,87,614,117,8,4.67,4.72,4.79,4.8,4.82,4.66,FALSE,2,0,2,0,7.24,7
1,1,TRUE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,4,1,1,3,90,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,4,279,109,1,0,4.56,4.48,4.77,4.81,4.42,4.63,FALSE,1,1,0,0,1.25,6
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,2,1,1.323567139,1,125,30,365,30,30,365,365,30,365,TRUE,0,0,0,0,1,0,0,4,4,5,5,5,4,FALSE,1,1,0,0,0.01,7
0,0,FALSE,2,2,TRUE,TRUE,Brooklyn,Private room,1,2,1,1,48,30,1125,30,30,1125,1125,30,1125,TRUE,0,27,57,332,1,0,0,4,3,4,5,4,3,FALSE,2,0,2,0,0.01,4
1,1,TRUE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,3,1,1.323567139,1,83,14,1125,14,14,1125,1125,14,1125,TRUE,0,0,0,0,47,6,1,4.89,4.89,4.98,5,4.91,4.83,TRUE,1,1,0,0,0.53,5
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Bronx,Private room,2,1,1,1,53,30,30,30,30,30,30,30,30,TRUE,3,33,63,153,357,0,0,4.94,4.92,4.96,4.98,4.61,4.93,FALSE,1,0,1,0,4.13,4
0.89073136,0.768297462,TRUE,1,1,TRUE,FALSE,Manhattan,Private room,1,1,1,1,50,1,3,1,1,3,3,1,3,TRUE,0,0,0,0,160,0,0,4.76,4.52,4.92,4.95,4.96,4.72,FALSE,1,0,1,0,2.03,4
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Queens,Private room,1,1,1,1,45,30,1125,30,30,1125,1125,30,1125,FALSE,0,0,0,0,1,0,0,5,5,5,5,5,5,FALSE,1,0,1,0,0.01,4
0.89073136,0.768297462,FALSE,0,0,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1.323567139,1,100,30,60,30,30,60,60,30,60,TRUE,0,0,0,0,12,0,0,4.9,4.8,4.9,4.9,5,4.8,FALSE,1,1,0,0,0.15,4
0.3,0.2,FALSE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1.323567139,1,100,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,10,0,0,4.78,4.78,4.67,4.78,4.89,4.89,FALSE,1,1,0,0,0.12,9
1,0.768297462,FALSE,1,1,TRUE,TRUE,Queens,Private room,1,1,1,1,65,21,28,21,21,28,28,21,28,TRUE,0,0,0,63,10,0,0,5,5,5,5,4.8,5,TRUE,1,0,1,0,0.32,5
1,0.92,FALSE,33,33,TRUE,TRUE,Manhattan,Entire home/apt,4,1,1.323567139,3,150,30,365,30,30,365,365,30,365,TRUE,0,17,47,322,12,0,0,4.64,4.45,4.73,4.64,4.82,4.27,FALSE,34,34,0,0,0.27,4
1,0.92,FALSE,33,33,TRUE,TRUE,Manhattan,Entire home/apt,4,1,1,2,200,30,365,30,30,365,365,30,365,TRUE,0,0,0,175,7,0,0,4.86,4.71,5,4.86,4.71,4.57,FALSE,34,34,0,0,0.16,4
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Private room,2,1,1,1,120,31,122,31,31,122,122,31,122,TRUE,0,0,0,0,23,0,0,4.96,5,5,5,4.87,5,FALSE,1,0,1,0,0.28,4
0.89073136,0.768297462,TRUE,2,2,TRUE,TRUE,Brooklyn,Entire home/apt,5,1,2,3,99,30,60,30,30,1125,1125,30,1125,TRUE,20,50,80,170,92,1,0,4.71,4.77,4.94,4.89,4.72,4.67,FALSE,1,1,0,0,1.06,5
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,1,1,1.323567139,1,165,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,2,0,0,5,5,5,5,5,5,FALSE,1,1,0,0,0.03,5
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1.323567139,1,190,5,1125,5,5,1125,1125,5,1125,TRUE,0,0,0,0,5,0,0,5,4.8,4.8,5,5,5,FALSE,1,1,0,0,0.07,4
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,4,1,1,1,349,30,200,30,30,200,200,30,200,TRUE,0,0,0,0,10,0,0,5,4.88,4.88,4.88,5,4.75,FALSE,1,1,0,0,0.11,5
1,1,FALSE,4,4,TRUE,FALSE,Brooklyn,Private room,2,1,1,1,55,4,26,4,4,1125,1125,4,1125,TRUE,3,33,63,338,45,0,0,4.48,4.75,4.82,4.75,4.3,4.5,TRUE,2,0,2,0,0.66,3
0,0.1,FALSE,1,1,TRUE,TRUE,Brooklyn,Private room,1,2,1,2,35,14,120,14,14,120,120,14,120,TRUE,10,24,37,209,27,1,0,4.64,4.04,4.75,4.88,4.54,4.71,FALSE,1,0,1,0,0.36,4
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,3,1,1,1,80,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,2,0,0,4,3.5,4.5,4,3.5,4,FALSE,1,1,0,0,0.03,8
0.89073136,0.768297462,TRUE,2,2,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1,1.593526985,170,30,90,30,30,90,90,30,90,TRUE,0,0,28,64,23,0,0,4.61,4.26,4.95,4.96,4.96,4.65,FALSE,1,1,0,0,0.27,6
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,4,1,1,1,90,30,1125,30,30,1125,1125,30,1125,FALSE,0,0,0,0,2,0,0,4,4.5,4.5,4.5,4,4,FALSE,1,1,0,0,0.03,4
1,1,FALSE,4,4,TRUE,FALSE,Brooklyn,Private room,2,1.5,1,1,59,4,26,4,4,1125,1125,4,1125,TRUE,16,46,76,351,29,0,0,4.64,4.68,4.96,4.96,4.43,4.82,TRUE,2,0,2,0,0.51,3
0.91,0.94,FALSE,4,4,TRUE,TRUE,Queens,Private room,2,1,1,1,35,1,1125,1,1,1125,1125,1,1125,TRUE,8,38,68,343,190,2,0,4.35,4.48,4.61,4.66,4.62,4.43,TRUE,4,0,4,0,2.17,6
0.91,0.94,FALSE,4,4,TRUE,TRUE,Queens,Private room,2,1,1,1,35,1,1125,1,1,1125,1125,1,1125,TRUE,5,29,45,297,247,19,1,4.39,4.48,4.58,4.69,4.65,4.53,TRUE,4,0,4,0,2.82,6
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1,1,225,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,5,0,0,5,5,5,5,5,4.8,FALSE,1,1,0,0,0.08,5
0.83,1,FALSE,1,1,TRUE,TRUE,Queens,Entire home/apt,6,1,2,2,101,30,365,30,30,1125,1125,30,1125,TRUE,0,0,26,301,128,2,1,4.41,4.44,4.69,4.65,4.31,4.46,FALSE,1,1,0,0,1.47,6
1,1,TRUE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,6,1,2,3,163,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,148,113,4,0,4.97,4.94,5,4.99,4.96,4.91,FALSE,1,1,0,0,2.18,4
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,5,2.5,2,2,225,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,3,0,0,4.33,4.5,5,4.5,4.5,5,FALSE,1,1,0,0,0.03,6
1,1,FALSE,1,1,TRUE,TRUE,Bronx,Entire home/apt,2,1,1,2,75,30,89,30,30,1125,1125,30,1125,TRUE,0,11,11,28,5,1,1,5,5,5,5,5,4.8,FALSE,1,1,0,0,0.09,11
1,0.24,FALSE,18,18,TRUE,FALSE,Queens,Private room,1,1,2,1,37,30,1125,30,30,1125,1125,30,1125,TRUE,29,59,89,364,4,0,0,4.75,4.75,5,5,4.5,4.5,FALSE,18,0,18,0,0.05,3
0.89073136,0.33,FALSE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,2,1,1,1,120,9,1125,9,9,1125,1125,9,1125,TRUE,0,0,0,0,19,1,0,4.94,4.83,5,5,4.83,4.94,FALSE,1,1,0,0,0.22,5
0.89073136,0.768297462,FALSE,1,1,TRUE,FALSE,Brooklyn,Entire home/apt,2,1,1.323567139,1,119,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,1,0,0,5,5,5,5,5,5,FALSE,1,1,0,0,0.01,5
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,4,1,2,2,150,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,8,0,0,4.57,4.57,5,4.86,4.14,4.29,FALSE,1,1,0,0,0.1,4
0.89073136,0.768297462,FALSE,2,2,TRUE,TRUE,Manhattan,Private room,2,1,1,1,83,30,1125,30,30,1125,1125,30,1125,TRUE,4,34,64,154,19,0,0,4.95,4.58,5,5,5,4.89,FALSE,2,0,2,0,0.34,6
1,1,FALSE,2,2,TRUE,TRUE,Manhattan,Entire home/apt,4,1,2,1.593526985,120,25,1125,25,25,1125,1125,25,1125,TRUE,5,33,63,338,12,1,0,4.67,4.42,4.67,4.83,4.58,4.58,FALSE,1,1,0,0,0.14,5
0.8,0.88,FALSE,0,0,TRUE,TRUE,Manhattan,Private room,2,1.5,1,1,133,2,30,2,2,30,30,2,30,TRUE,10,10,10,10,5,4,0,5,5,5,5,5,5,FALSE,1,0,1,0,0.47,7
0.43,0.25,FALSE,2,2,TRUE,TRUE,Manhattan,Private room,1,1,1,1,119,30,1125,30,30,1125,1125,30,1125,TRUE,23,53,83,358,62,0,0,4.84,4.76,4.82,4.87,5,4.71,FALSE,2,1,1,0,0.71,7
0.43,0.25,FALSE,2,2,TRUE,TRUE,Manhattan,Entire home/apt,3,1,2,1.593526985,199,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,1,0,0,5,4,5,5,5,5,FALSE,2,1,1,0,0.02,7
0.89073136,1,FALSE,1,1,TRUE,TRUE,Brooklyn,Private room,1,1,2,2,35,3,10,3,3,10,10,3,10,TRUE,0,0,0,0,20,0,0,4.94,4.94,4.89,4.94,4.5,4.83,FALSE,1,0,1,0,0.23,5
1,0.96,TRUE,2,2,TRUE,TRUE,Brooklyn,Entire home/apt,4,1,2,3,139,3,1125,3,3,1125,1125,3,1125,TRUE,13,43,73,348,138,20,4,4.74,4.9,4.83,4.8,4.38,4.71,TRUE,2,2,0,0,1.58,6
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,4,1,2,2,100,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,11,0,0,4.9,4.9,5,5,5,5,FALSE,1,1,0,0,0.15,5
0.89073136,0.768297462,FALSE,0,0,TRUE,TRUE,Manhattan,Entire home/apt,7,1,3,3,474,5,400,2,5,1125,1125,4.8,1125,TRUE,3,12,24,59,34,10,0,4.74,4.68,4.65,4.59,4.94,4.65,TRUE,1,1,0,0,1.46,6
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1,1,99,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,26,0,0,4.84,4.88,5,4.88,4.96,4.76,FALSE,1,1,0,0,0.4,6
1,1,FALSE,4,4,TRUE,FALSE,Brooklyn,Entire home/apt,4,1,1.323567139,2,115,30,1125,30,30,1125,1125,30,1125,TRUE,23,53,83,358,80,0,0,4.43,4.33,4.88,4.9,4.59,4.41,FALSE,4,4,0,0,1.01,4
1,0.97,TRUE,11,11,TRUE,TRUE,Queens,Entire home/apt,8,2,4,4,190,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,157,102,3,0,4.86,4.92,4.92,4.93,4.79,4.82,FALSE,3,3,0,0,1.18,6
1,1,FALSE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,4,1.5,2,2,135,2,365,2,2,365,365,2,365,TRUE,0,0,8,8,19,0,0,5,5,5,4.79,4.84,4.89,FALSE,1,1,0,0,0.25,7
0.89073136,0.768297462,FALSE,2,2,TRUE,TRUE,Brooklyn,Private room,1,1,1,1,110,30,30,30,30,30,30,30,30,TRUE,0,0,0,0,11,0,0,4.18,4.55,4.6,4.82,4.1,4.4,FALSE,2,0,2,0,0.17,8
0.89073136,0.768297462,FALSE,2,2,TRUE,TRUE,Brooklyn,Private room,2,1,2,2,97,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,3,0,0,4.67,4.33,4.67,5,4.5,4.67,FALSE,1,0,1,0,0.04,6
1,0.87,FALSE,12,12,TRUE,TRUE,Manhattan,Entire home/apt,5,1,2,1,140,30,1125,30,30,1125,1125,30,1125,TRUE,15,45,75,350,17,2,0,4.41,4.12,4.71,4.71,4.94,4.12,FALSE,12,12,0,0,0.25,6
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,3,1,1,1,225,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,21,0,0,4.76,4.76,4.95,4.9,5,4.86,TRUE,1,1,0,0,0.24,6
1,1,FALSE,4,4,TRUE,FALSE,Brooklyn,Entire home/apt,6,1,2,3,158,30,1125,30,30,1125,1125,30,1125,TRUE,28,58,88,363,59,0,0,4.24,4.22,4.71,4.8,4.44,4.17,TRUE,4,4,0,0,0.7,4
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1,1,250,4,1125,4,4,1125,1125,4,1125,TRUE,0,0,0,0,32,0,0,4.9,4.87,4.89,4.97,4.93,4.79,FALSE,1,1,0,0,0.39,9
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,4,1,1,2,200,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,19,0,0,4.79,4.95,5,5,4.89,4.74,FALSE,1,1,0,0,0.28,4
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Private room,1,1,1,1,250,30,1125,30,30,1125,1125,30,1125,TRUE,30,60,90,365,6,0,0,4.83,5,5,5,4.83,4.67,FALSE,1,0,1,0,0.07,5
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,4,1,1,3,229,30,365,30,30,365,365,30,365,TRUE,0,0,0,0,21,0,0,4.15,3.95,4.47,4.7,4.74,4.05,FALSE,1,1,0,0,0.28,4
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Private room,1,1.5,1,1,80,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,27,0,0,4.85,4.85,4.96,5,4.85,4.96,FALSE,1,0,1,0,0.4,8
0.89073136,0.768297462,FALSE,2,2,TRUE,TRUE,Brooklyn,Entire home/apt,4,1,2,1,104,30,30,30,30,30,30,30,30,TRUE,0,0,0,0,49,0,0,4.81,4.46,4.89,5,4.8,4.91,FALSE,2,1,1,0,0.78,4
0.67,1,FALSE,2,2,TRUE,TRUE,Brooklyn,Entire home/apt,4,1,1,2,125,6,60,6,6,60,60,6,60,TRUE,0,0,0,0,14,2,0,4.46,4.54,4.85,5,4.54,4.62,FALSE,1,1,0,0,0.16,5
0.9,0.94,FALSE,0,0,TRUE,TRUE,Brooklyn,Private room,1,2,1,1,192,30,40,30,30,40,40,30,40,TRUE,0,0,0,0,14,3,0,5,4.79,5,5,4.79,4.93,FALSE,3,0,3,0,0.36,9
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Private room,2,1,1,1,139,365,1000,365,365,1000,1000,365,1000,TRUE,30,60,90,365,13,0,0,4.18,4,4,4.82,4.73,4.45,FALSE,1,0,1,0,0.15,5
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,4,2,2,2,200,30,365,30,30,365,365,30,365,TRUE,0,0,0,0,3,0,0,5,4.67,5,5,5,5,FALSE,1,1,0,0,0.04,4
0.89073136,0.768297462,FALSE,2,2,TRUE,TRUE,Brooklyn,Private room,1,1,1,1,42,30,40,30,30,40,40,30,40,TRUE,0,0,0,0,4,0,0,4.67,4.67,5,5,4.33,4.67,FALSE,2,0,1,1,0.06,6
1,0.98,TRUE,9,9,TRUE,TRUE,Brooklyn,Entire home/apt,3,1,2,3,162,30,360,30,30,360,360,30,360,TRUE,0,6,25,234,59,2,0,4.88,4.86,4.93,4.93,4.77,4.81,FALSE,1,1,0,0,0.68,6
1,0.97,TRUE,2,2,TRUE,TRUE,Brooklyn,Private room,2,1,1,1,121,2,28,2,2,28,28,2,28,TRUE,4,12,30,181,161,9,1,4.92,4.89,4.99,5,4.97,4.88,FALSE,2,1,1,0,2.54,5
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,3,1,1.323567139,1,200,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,6,0,0,4.83,4.17,5,5,4.83,5,FALSE,1,1,0,0,0.08,6
0.2,0,FALSE,2,2,TRUE,TRUE,Manhattan,Private room,2,1,1,2,70,30,365,30,30,365,365,30,365,TRUE,30,60,90,365,6,0,0,4.4,3.8,4.6,4.8,3.8,4,FALSE,2,1,1,0,0.14,7
1,0.88,TRUE,3,3,TRUE,TRUE,Brooklyn,Entire home/apt,2,1.5,1,1,149,30,365,30,30,365,365,30,365,TRUE,9,33,33,92,14,3,0,4.86,4.79,5,5,5,4.86,FALSE,2,2,0,0,0.25,5
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,4,1,1,1,199,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,5,0,0,5,5,5,5,5,5,FALSE,1,1,0,0,0.07,5
1,0.8,FALSE,0,0,TRUE,TRUE,Queens,Private room,1,1,1,1,43,27,180,27,27,1125,1125,27,1125,TRUE,0,2,32,307,3,3,0,4.67,3.67,4.33,4.67,5,5,FALSE,2,0,1,1,0.32,6
0.89073136,0.768297462,FALSE,2,2,TRUE,TRUE,Brooklyn,Private room,2,1,1,1,70,30,40,30,30,40,40,30,40,TRUE,0,0,0,0,5,0,0,5,4.8,4.6,5,5,5,FALSE,1,0,1,0,0.08,6
0.89073136,1,TRUE,1,1,FALSE,TRUE,Brooklyn,Private room,2,1,1,1,100,3,6,3,3,6,6,3,6,TRUE,3,33,63,338,110,1,0,4.86,4.82,4.92,4.98,4.76,4.77,FALSE,1,0,1,0,1.27,6
1,0,TRUE,2,2,TRUE,TRUE,Brooklyn,Private room,2,1,2,1,55,1,60,1,1,60,60,1,60,TRUE,0,0,0,0,80,0,0,4.88,4.91,4.83,4.88,4.78,4.86,FALSE,2,1,1,0,0.91,5
1,0.33,FALSE,1,1,TRUE,TRUE,Queens,Private room,1,1,1,1,95,14,1125,14,14,1125,1125,14,1125,TRUE,0,3,33,308,4,1,0,4.5,5,4.25,4.5,4.25,4.5,FALSE,1,0,1,0,0.05,8
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,4,1,1,2,130,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,101,0,0,4.48,4.38,4.76,4.87,4.62,4.43,FALSE,1,1,0,0,1.3,8
0.89073136,0.768297462,FALSE,2,2,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1,1,300,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,2,0,0,5,5,5,5,5,5,FALSE,1,1,0,0,0.02,9
0.89073136,0.768297462,FALSE,19,19,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1.323567139,2,88,180,365,180,180,365,365,180,365,TRUE,0,0,0,157,17,1,0,4.59,4.53,4.76,4.82,4.76,4.47,FALSE,20,20,0,0,0.71,4
0.98,0.84,FALSE,29,29,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1,1,113,30,360,30,30,360,360,30,360,TRUE,0,3,33,308,5,1,0,4.8,4.8,5,4.8,4.8,4,FALSE,30,30,0,0,0.08,4
1,0.25,FALSE,3,3,TRUE,FALSE,Brooklyn,Private room,1,1,1,1,79,30,1125,30,30,1125,1125,30,1125,TRUE,24,54,84,359,7,0,0,4.86,5,5,5,4,4.71,FALSE,2,0,2,0,0.09,4
0.89073136,1,FALSE,2,2,TRUE,TRUE,Manhattan,Entire home/apt,5,2,2,2,275,30,1125,30,30,1125,1125,30,1125,FALSE,0,0,0,0,9,0,0,4.78,4.67,5,4.67,5,4.78,FALSE,1,1,0,0,0.21,4
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,2,1,1,1,120,30,60,30,30,60,60,30,60,TRUE,0,0,0,0,12,0,0,5,4.73,5,5,5,5,FALSE,1,1,0,0,0.15,7
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Brooklyn,Entire home/apt,2,1,1,1,132,30,30,30,30,30,30,30,30,TRUE,0,0,0,0,11,0,0,4.5,4.5,4.8,5,4.8,4.6,FALSE,1,1,0,0,0.13,4
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,2,1,1,1,250,30,365,30,30,365,365,30,365,TRUE,0,0,0,0,7,0,0,3.57,3,4.29,4.86,4.29,3.71,FALSE,1,1,0,0,0.09,8
0.89073136,0.768297462,FALSE,1,1,TRUE,TRUE,Manhattan,Entire home/apt,4,1,1,1,80,30,1125,30,30,1125,1125,30,1125,TRUE,0,0,0,0,4,0,0,4,4,4.33,4.33,4,4.33,FALSE,1,1,0,0,0.05,5
